시도명,시군구명,위도,경도,보행자신호등유무,보도턱낮춤여부,점자블록유무
경기도,남양주시,37.655213,127.114917,Y,Y,Y
경기도,남양주시,37.655213,127.114917,Y,Y,Y
경기도,남양주시,37.655213,127.114917,Y,Y,Y
경기도,남양주시,37.655213,127.114917,Y,Y,Y
경기도,남양주시,37.650635,127.111841,Y,N,Y
경기도,남양주시,37.645419,127.111356,Y,Y,Y
경기도,남양주시,37.664231,127.113088,Y,Y,Y
경상북도,포항시 남구,36.011846,129.342739,Y, ,Y
경상북도,포항시 남구,36.010165,129.327821,Y, ,N
경상북도,포항시 남구,36.011488,129.331883,Y, ,N
경상북도,포항시 남구,36.011353,129.331289,Y, ,N
경상북도,포항시 남구,36.009818,129.361786,Y, ,N
경상북도,포항시 남구,36.010557,129.364772,Y, ,Y
경상북도,포항시 남구,36.010454,129.364292,Y, ,Y
경상북도,포항시 남구,36.010726,129.364425,Y, ,N
경상북도,포항시 남구,36.010357,129.364599,Y, ,Y
경상북도,포항시 남구,36.008596,129.356241,Y, ,N
경상북도,포항시 남구,36.008634,129.356616,Y, ,N
경기도,남양주시,37.648442,127.117506,Y,N,Y
경기도,남양주시,37.649347,127.118741,Y,N,Y
경기도,남양주시,37.650323,127.120089,Y,N,Y
경기도,남양주시,37.649327,127.113571,Y,Y,Y
경기도,남양주시,37.650759,127.115438,Y,Y,Y
경기도,남양주시,37.650879,127.115534,Y,Y,Y
경기도,남양주시,37.652275,127.116381,Y,Y,Y
경기도,남양주시,37.652444,127.116477,Y,Y,Y
경기도,남양주시,37.655609,127.117344,Y,Y,Y
경기도,남양주시,37.655719,127.117414,Y,Y,Y
경기도,남양주시,37.650844,127.115436,Y,Y,Y
강원도,동해시,37.545329,129.103708,Y,Y,Y
강원도,동해시,37.545463,129.103691,Y,Y,Y
강원도,동해시,37.547133,129.106681,Y,Y,Y
강원도,동해시,37.545208,129.103466,Y,N,N
경기도,남양주시,37.644946,127.125998,Y,Y,Y
경기도,남양주시,37.643782,127.120848,Y,Y,Y
경기도,남양주시,37.647545,127.123445,Y,N,Y
경기도,남양주시,37.647326,127.116082,Y,Y,Y
경기도,남양주시,37.647402,127.115956,Y,Y,Y
경기도,남양주시,37.649249,127.113546,Y,Y,Y
경기도,남양주시,37.644003,127.120572,Y,Y,Y
경기도,남양주시,37.645266,127.118939,Y,Y,Y
경기도,남양주시,37.645366,127.118807,Y,Y,Y
경기도,남양주시,37.649332,127.113443,Y,Y,Y
경기도,남양주시,37.650435,127.111937,Y,Y,Y
경기도,남양주시,37.645783,127.113692,Y,Y,Y
경기도,남양주시,37.646185,127.114296,Y,Y,Y
경기도,남양주시,37.646815,127.115207,Y,Y,Y
경기도,남양주시,37.647311,127.115961,Y,Y,Y
경기도,남양주시,37.645074,127.111709,Y,Y,Y
경기도,남양주시,37.645272,127.112719,Y,Y,Y
경기도,남양주시,37.645345,127.112864,Y,Y,Y
경기도,남양주시,37.647398,127.116081,Y,Y,Y
경기도,남양주시,37.648332,127.117377,Y,Y,Y
강원도,동해시,37.545392,129.103463,Y,Y,Y
경기도,남양주시,37.619616,127.167947,Y,Y,Y
경기도,남양주시,37.619677,127.167876,Y,Y,Y
경기도,남양주시,37.619688,127.167821,Y,Y,Y
경기도,남양주시,37.616475,127.168752,Y,Y,Y
경기도,남양주시,37.616478,127.168749,Y,Y,Y
경기도,남양주시,37.616544,127.168714,Y,Y,Y
경기도,남양주시,37.614996,127.166214,Y,Y,Y
경기도,남양주시,37.614944,127.166221,Y,Y,Y
경기도,남양주시,37.613855,127.170697,Y,Y,Y
경기도,남양주시,37.604852,127.153261,Y,Y,Y
경기도,남양주시,37.604952,127.153332,Y,Y,Y
경기도,남양주시,37.642593,127.123476,Y,Y,Y
경기도,남양주시,37.643682,127.124188,Y,Y,Y
경기도,남양주시,37.643769,127.124298,Y,Y,Y
경기도,남양주시,37.601593,127.177871,Y,Y,Y
경기도,남양주시,37.601593,127.177871,Y,Y,Y
경기도,남양주시,37.596492,127.177479,Y,Y,Y
경기도,남양주시,37.596418,127.177451,Y,Y,Y
경기도,남양주시,37.594791,127.173296,Y,Y,Y
경기도,남양주시,37.608216,127.172807,Y,Y,Y
경기도,남양주시,37.601593,127.177871,Y,Y,Y
경기도,남양주시,37.606569,127.152274,Y,Y,Y
경기도,남양주시,37.606569,127.152274,Y,Y,Y
경기도,남양주시,37.606569,127.152274,Y,Y,Y
경기도,남양주시,37.606569,127.152274,Y,Y,Y
경기도,남양주시,37.606569,127.152274,Y,Y,Y
경기도,남양주시,37.606507,127.152403,Y,Y,Y
경기도,남양주시,37.606507,127.152403,Y,Y,Y
경기도,남양주시,37.606507,127.152403,Y,Y,Y
경기도,남양주시,37.606464,127.151449,Y,Y,Y
경기도,남양주시,37.606518,127.151922,Y,Y,Y
경기도,남양주시,37.604628,127.157354,Y,Y,Y
경기도,남양주시,37.604628,127.157354,Y,Y,Y
경기도,남양주시,37.604659,127.158834,Y,Y,Y
경기도,남양주시,37.604659,127.158834,Y,Y,Y
경기도,남양주시,37.604684,127.159033,Y,Y,Y
경기도,남양주시,37.604684,127.159033,Y,Y,Y
전라북도,군산시,36.0203043,126.7645056,Y,Y,N
전라북도,군산시,36.017557,126.877552,Y,Y,N
전라북도,군산시,36.017679,126.8773171,Y,Y,N
전라북도,군산시,36.017679,126.8773171,Y,Y,N
전라북도,군산시,36.01746299,126.877564,Y,Y,N
충청남도,서천군,36.00788851,126.701774,Y,Y,N
