,시도,시군구,육교명,엘리베이터,경사로,점자블럭,리프트,턱,핸드레일,위도,경도,보조시설유무
0,서울특별시,영등포구,우신초교 앞 보도육교,N,N,Y,N,N,Y,37.509263,126.910801,TW
1,서울특별시,영등포구,영등포역 횡단 보도육교,Y,N,N,N,N,N,37.513895,126.903695,A
2,서울특별시,영등포구,문래 보도육교,Y,N,N,N,N,N,37.520246,126.882018,A
3,서울특별시,영등포구,양평1 보도육교,Y,N,N,N,N,N,37.526193,126.883081,A
4,서울특별시,영등포구,양평2 보도육교,Y,N,N,N,N,N,37.533447,126.891821,A
5,서울특별시,영등포구,도림 보도육교,N,N,N,N,Y,N,37.508955,126.892771,E
6,서울특별시,영등포구,선유도 기존보도육교,Y,N,N,N,N,N,37.541546,126.895135,A
7,경상남도,김해시,지방도1042호선 보도육교,Y,N,N,N,N,N,35.2369036,128.8378556,A
8,경상남도,거제시,고현초 통학육교,N,N,N,N,N,N,34.87372391,128.6288323,Z
9,경상남도,거제시,신현중뒤 육교,N,Y,N,N,N,N,34.88860912,128.6167069,B
10,경상남도,거제시,양정육교,N,N,N,N,N,N,34.89197665,128.6358539,Z
11,경상남도,거제시,옥포육교,N,N,N,N,N,N,34.88722536,128.6931115,Z
12,경상남도,거제시,장평육교,Y,N,N,N,N,N,34.88944152,128.6094016,A
13,경상남도,거제시,중곡동육교,Y,N,N,N,N,N,34.89303358,128.6302802,A
14,경기도,부천시,중흥보도육교,Y,N,N,N,N,N,37.50573381,126.7758799,A
15,대구광역시,북구,한강육교,N,Y,N,N,N,N,35.896916,128.513164,B
16,경상북도,영천시,동부초교 보도육교,N,N,N,N,N,N,35.97821931,128.9601124,Z
17,경상북도,영천시,단포초교 보도육교,N,N,N,N,N,N,35.9810174,128.97484,Z
18,인천광역시,동구,장천리보도육교,N,N,N,N,N,N,37.47039456,126.6390423,Z
19,인천광역시,남동구,주원철도,Y,N,N,N,N,N,37.464795,126.698904,A
20,인천광역시,남동구,이화아파트,N,N,N,N,N,N,37.468139,126.6905935,Z
21,인천광역시,남동구,남동정수장,N,Y,N,N,N,N,37.45042788,126.7398942,B
22,인천광역시,남동구,남동관문교,N,Y,N,N,N,N,37.44730181,126.7347827,B
23,인천광역시,남동구,도림,N,Y,N,N,N,N,37.421407,126.729529,B
24,인천광역시,남동구,논현1택지,N,Y,N,N,N,N,37.40983956,126.7134086,B
25,인천광역시,남동구,운연동 육교,N,Y,N,N,N,N,37.44354495,126.7656959,B
26,인천광역시,남동구,신월초교,N,Y,N,N,N,N,37.449083,126.723996,B
27,인천광역시,남동구,논현2택지1보도육교,N,Y,N,N,N,N,37.40399921,126.7227649,B
28,인천광역시,남동구,논현(소래초),N,Y,N,N,N,N,37.40554215,126.7362082,B
29,,,양동보도육교,N,N,N,N,N,N,37.41962621,127.7550837,Z
30,인천광역시,남동구,논현택지2보도육교,Y,N,N,N,N,N,37.40360418,126.7088091,A
31,인천광역시,남동구,해안도로,Y,N,N,N,N,N,37.384457,126.7052872,A
32,인천광역시,남동구,승기천 횡단,N,N,N,N,N,N,37.4109351,126.6894333,Z
33,부산광역시,해운대구,세상2보도교,N,N,N,N,N,N,35.17074922,129.1794054,Z
34,부산광역시,해운대구,세상1보도교,N,N,N,N,N,N,35.17309632,129.175166,Z
35,부산광역시,해운대구,중앙보도교,N,Y,N,N,N,N,35.17764981,129.1684825,B
36,부산광역시,해운대구,해강초등육교,N,N,N,N,N,N,35.16426707,129.1345476,Z
37,부산광역시,해운대구,무지개다리,N,N,N,N,N,N,35.17536901,129.1690365,Z
38,부산광역시,해운대구,춘천1 보도교,N,N,N,N,N,N,35.17782916,129.1685312,Z
39,부산광역시,해운대구,춘천2 보도교,N,N,N,N,N,N,35.17538631,129.1680712,Z
40,부산광역시,해운대구,나무를 타는 아이,Y,N,N,N,N,N,35.16557349,129.1381373,A
41,인천광역시,서구,문화회관보도육교,N,Y,N,N,N,N,37.515017,126.6799321,B
42,인천광역시,서구,한신빌리지보도육교,N,Y,N,N,N,N,37.520034,126.681253,B
43,인천광역시,서구,백석초교앞보도육교,N,N,N,N,N,N,37.577733,126.675285,Z
44,인천광역시,서구,당하보도육교,N,Y,N,N,N,N,37.594599,126.687675,B
45,인천광역시,서구,원당보도육교,N,Y,N,N,N,N,37.592208,126.704381,B
46,인천광역시,서구,검단초교앞보도육교,N,Y,N,N,N,N,37.609398,126.670269,B
47,인천광역시,서구,충민교,Y,Y,N,N,N,N,37.53603023,126.6548661,TW
48,인천광역시,서구,장경교,Y,Y,N,N,N,N,37.529964,126.654881,TW
49,인천광역시,서구,장숙교,Y,Y,N,N,N,N,37.536123,126.642651,TW
50,강원도,강릉시,교동택지육교,N,Y,N,N,N,N,37.76463753,128.8769489,B
51,강원도,강릉시,유천육교,N,N,Y,N,N,N,37.76001124,128.8711276,C
52,경상남도,김해시,구산동 보도육교,Y,N,N,N,N,N,35.252044,128.867447,A
53,경상남도,김해시,조은금강병원앞 보도육교,Y,N,N,N,N,N,35.264838,128.863084,A
54,경상남도,김해시,부영6차아파트앞 보도육교,Y,N,N,N,N,N,35.260544,128.865325,A
55,경상남도,김해시,우암초등학교앞 보도육교,Y,N,N,N,N,N,35.24435875,128.8642617,A
56,경상남도,김해시,금산초등학교앞 보도육교,N,N,N,N,N,N,35.29172115,128.7078957,Z
57,인천광역시,서구,건지보도육교,N,Y,N,N,N,N,37.491498,126.675333,B
58,인천광역시,서구,가좌보도육교,N,Y,N,N,N,N,37.495707,126.675578,B
59,인천광역시,서구,거북시장보도육교,N,Y,N,N,N,N,37.503022,126.676031,B
60,인천광역시,서구,석남보도육교,N,Y,N,N,N,N,37.509741,126.676415,B
61,인천광역시,서구,네개동보도육교,N,Y,N,N,N,N,37.513385,126.676626,B
62,인천광역시,서구,콜롬비아보도육교,N,Y,N,N,N,N,37.517452,126.677363,B
63,인천광역시,서구,서인천IC보도육교,N,Y,N,N,N,N,37.522883,126.684063,B
64,인천광역시,서구,원적산터널보도육교,N,Y,N,N,N,N,37.505917,126.678566,B
65,경기도,광주시,곤지암육교,N,N,N,N,N,N,37.347185,127.348506,Z
66,경기도,광주시,삼동역육교,N,N,N,N,N,N,37.409177,127.204865,Z
67,전라북도,완주군,상관육교,N,N,N,N,N,N,35.71448682,127.2363649,Z
68,전라북도,완주군,용진육교,N,N,N,N,N,N,35.90540522,127.1568122,Z
69,전라북도,완주군,소양육교,N,N,N,N,N,N,35.85608006,127.2557269,Z
70,전라북도,완주군,은하육교,N,N,N,N,N,N,35.95522667,127.1437354,Z
71,전라북도,완주군,봉동육교,N,N,N,N,N,N,35.93817305,127.1601888,Z
72,전라북도,완주군,석전육교,N,N,N,N,N,N,35.92108775,127.1044345,Z
73,전라북도,완주군,갈산하늘다리(보도육교),Y,N,N,N,N,N,35.8190696,127.0441221,A
74,경기도,수원시,호수공원육교,Y,Y,N,N,N,N,37.27831028,127.0681819,TW
75,경기도,수원시,수원역고가육교,N,N,N,N,N,N,37.26295993,127.0024333,Z
76,경기도,수원시,푸른숲육교,N,Y,N,N,N,N,37.26579489,126.9504993,B
77,경기도,수원시,참나래육교,N,Y,N,N,N,N,37.27202406,126.9457173,B
78,경기도,수원시,가온육교,N,Y,N,N,N,N,37.2736145,126.9444852,B
79,경기도,수원시,자전거횡단육교1,N,N,N,N,N,N,37.2769853,126.9490094,Z
80,경기도,수원시,자전거횡단육교2,N,N,N,N,N,N,37.26972344,126.9517635,Z
81,경기도,수원시,자전거횡단육교3,N,N,N,N,N,N,37.26014366,126.9520027,Z
82,경기도,수원시,달맞이육교,N,N,N,N,N,N,37.24469709,127.0194352,Z
83,경기도,수원시,서호육교,N,Y,N,N,N,N,37.28135952,126.9925868,B
84,경기도,수원시,정천정문육교,N,Y,N,N,N,N,37.2868358,126.9777941,B
85,경기도,수원시,정천후문육교,N,Y,N,N,N,N,37.2884214,126.9790385,B
86,경기도,수원시,애경육교,Y,N,N,N,N,N,37.2659137,127.0016871,A
87,경기도,수원시,효성육교,N,Y,N,N,N,N,37.28347335,127.0393624,B
88,경기도,수원시,창룡육교,N,Y,N,N,N,N,37.28720316,127.0269927,B
89,경기도,수원시,청소년육교,N,Y,N,N,N,N,37.2739591,127.0371102,B
90,경기도,수원시,인도래교,N,Y,N,N,N,N,37.26931703,127.034412,B
91,경기도,수원시,효원육교,Y,N,N,N,N,N,37.25939225,127.0364507,A
92,경기도,수원시,큰말육교(청명육교),N,Y,N,N,N,N,37.25686099,127.0744662,B
93,경기도,수원시,신나무실육교,Y,N,N,N,N,N,37.25149899,127.0702949,A
94,경기도,수원시,황골육교,N,Y,N,N,N,N,37.2664538,127.081651,B
95,경기도,수원시,느티나무육교,N,N,N,N,N,N,37.25331525,127.0739335,Z
96,경기도,수원시,효사랑육교,N,Y,N,N,N,N,37.26153322,127.0395242,B
97,경기도,수원시,망포육교,N,N,Y,N,N,N,37.24116294,127.0653941,C
98,경기도,수원시,먼내보도교,N,N,N,N,N,N,37.26713882,127.058579,Z
99,경기도,수원시,소화육교,Y,N,N,N,N,N,37.27814864,127.0513981,A
100,강원도,동해시,웰빙센터앞 보도육교,N,Y,N,N,N,N,37.515011,129.1041113,B
101,강원도,동해시,동호보도육교,N,N,N,N,N,N,37.5413148,129.102151,Z
102,강원도,동해시,천곡보도육교,N,N,N,N,N,N,37.527552,129.105132,Z
103,경상북도,김천시,다수육교,N,N,N,N,N,N,36.126111,128.077782,Z
104,경상북도,김천시,지좌2육교,N,N,N,N,N,N,36.118764,128.147093,Z
105,경상북도,김천시,신촌육교,N,N,N,N,N,N,36.141117,128.116673,Z
106,경상북도,김천시,신음육교,N,N,N,N,N,N,36.125354,128.169147,Z
107,경상북도,김천시,평화육교,Y,N,N,N,N,N,36.122942,128.115125,A
108,경상북도,김천시,신기육교,Y,N,N,N,N,N,36.135036,128.113991,A
109,경기도,수원시,대평육교,N,Y,N,N,N,N,37.29743078,126.9898152,B
110,경기도,수원시,연꽃육교,N,Y,N,N,N,N,37.2965283,126.9954537,B
111,경기도,수원시,sk보행육교,Y,N,N,N,N,N,37.3095764,126.9864004,A
112,경기도,수원시,천천보행육교,Y,N,N,N,N,N,37.29877142,126.981574,A
113,경기도,수원시,고색육교,N,N,N,N,N,N,37.25156123,126.9783835,Z
114,경기도,수원시,효정육교,N,Y,N,N,N,N,37.25513574,127.0349022,B
115,경기도,수원시,구운육교,N,Y,N,N,N,N,37.27874842,126.9758428,B
116,경기도,수원시,농수산물센터육교,Y,N,N,N,N,N,37.2857316,126.9687174,A
117,경기도,수원시,서수원육교,Y,N,N,N,N,N,37.28262997,126.9701183,A
118,경기도,수원시,궁촌육교,Y,Y,N,N,N,N,37.24687115,127.0362901,TW
119,경기도,수원시,권선3지구육교,N,Y,N,N,N,N,37.24853085,127.0388384,B
120,경기도,수원시,상구운육교,Y,N,N,N,N,N,37.28301082,126.9667019,A
121,경기도,수원시,오현육교,Y,N,N,N,N,N,37.24655721,126.9684672,A
122,경기도,수원시,솔대육교,Y,N,N,N,N,N,37.2430291,126.9784643,A
123,경기도,수원시,벌터보도육교,Y,N,N,N,N,N,37.26631532,126.993018,A
124,경기도,수원시,동그라미육교,Y,N,N,N,N,N,37.2455422,127.0388226,A
125,경기도,오산시,우림아파트앞 육교,N,Y,N,N,N,N,37.131121,127.072106,B
126,경기도,오산시,가수초등학교앞 육교,N,Y,N,N,N,N,37.147519,127.048101,B
127,경기도,오산시,오산천 횡단 보도육교,N,N,N,N,N,N,37.152578,127.064301,Z
128,경기도,오산시,고현초등학교앞 보도육교,N,Y,N,N,N,N,37.132856,127.085193,B
129,경기도,오산시,세교파출소앞 보도육교,Y,N,Y,N,N,N,37.180454,127.043843,TW
130,경기도,오산시,금암초앞 보도육교(8단지 옆),Y,N,Y,N,N,N,37.178713,127.045499,TW
131,경기도,오산시,수청초등학교앞 보도육교,Y,N,Y,N,N,N,37.170033,127.056151,TW
132,경기도,오산시,16단지앞(국도1) 보도육교,Y,N,Y,N,N,N,37.172774,127.062813,TW
133,경기도,오산시,오산대역(국도1) 보도육교,Y,N,Y,N,N,N,37.169115,127.064049,TW
134,경기도,오산시,광성초교앞 보도육교,N,Y,N,N,N,N,37.183341,127.039203,B
135,경기도,오산시,세마보도,N,N,N,N,N,N,37.184697,127.045565,Z
136,경기도,오산시,고인돌 공원 생태육교,N,N,N,N,N,N,37.173731,127.051093,Z
137,경기도,오산시,6단지앞 생태육교,N,N,N,N,N,N,37.173266,127.045171,Z
138,경기도,오산시,8단지앞 생태육교,N,N,N,N,N,N,37.178686,127.045504,Z
139,경기도,오산시,가장산업서북로 생태육교,N,N,N,N,N,N,37.168276,127.032291,Z
140,경기도,오산시,삼미육교,Y,N,Y,N,N,N,37.192029,127.061532,TW
141,서울특별시,금천구,금천 보도교,Y,N,N,N,N,N,37.466615,126.897695,A
142,서울특별시,금천구,석수역 앞 보도육교,Y,N,N,N,N,N,37.43430825,126.903577,A
143,서울특별시,금천구,남서울한양(아)앞 보도육교,Y,N,N,N,N,N,37.447902,126.900726,A
144,서울특별시,금천구,가산한내 보도육교,N,N,Y,N,N,N,37.478621,126.876975,C
145,서울특별시,금천구,독산한내 보도육교,N,Y,N,N,N,N,37.462907,126.890424,B
146,서울특별시,금천구,두산초교앞 보도육교,N,N,Y,N,N,N,37.467552,126.890943,C
147,서울특별시,금천구,한신(아)앞 보도육교,Y,N,N,N,N,N,37.455396,126.888885,A
148,경상남도,양산시,경민아파트 앞 육교,N,N,N,N,N,N,35.3318253,129.0095561,Z
149,경상남도,양산시,대동 황토방 아파트 앞 육교,N,N,N,N,N,N,35.3363751,129.0361453,Z
150,경기도,김포시,양곡육교3,N,Y,N,N,N,N,37.6625476,126.633914,B
151,경기도,김포시,장기육교1,Y,N,N,N,N,N,37.642871,126.664973,A
152,경기도,김포시,장기육교2,Y,N,N,N,N,N,37.641566,126.666898,A
153,경기도,김포시,한가람육교,N,N,N,N,N,N,37.6372701,126.631322,Z
154,경기도,김포시,나비육교,N,N,N,N,N,N,37.641416,126.6301633,Z
155,경기도,김포시,솔터육교,N,N,N,N,N,N,37.6389349,126.636186,Z
156,경기도,김포시,은여울육교,N,N,N,N,N,N,37.6389349,126.636186,Z
157,경기도,김포시,고창육교,Y,N,N,N,N,N,37.6421535,126.656937,A
158,경기도,김포시,수정육교,Y,N,N,N,N,N,37.6475225,126.6774076,A
159,경기도,김포시,호수육교,Y,N,N,N,N,N,37.6514716,126.6285925,A
160,경기도,김포시,은여울공원육교,N,N,N,N,N,N,37.6363621,126.6347321,Z
161,충청남도,예산군,터미널육교,N,Y,N,N,N,N,36.6944597,126.8323637,B
162,서울특별시,관악구,은천초교 앞,N,N,N,N,N,N,37.48611421,126.942719,Z
163,서울특별시,관악구,사당초교 앞,N,N,N,N,N,N,37.4759153,126.9742651,Z
164,서울특별시,관악구,신우초교 앞,N,N,N,N,N,N,37.46326397,126.9325353,Z
165,서울특별시,관악구,도림천보도육교,N,N,N,N,N,N,37.48552868,126.9106002,Z
166,서울특별시,관악구,신림동보라매공원,N,Y,N,N,N,N,37.48867351,126.916324,B
167,서울특별시,관악구,봉현초교앞,N,Y,N,N,N,N,37.49205057,126.957711,B
168,서울특별시,관악구,구암초교앞,N,Y,N,N,N,N,37.48728083,126.9452473,B
169,서울특별시,관악구,관악산~까치산생태통로,N,N,N,N,N,N,37.475479,126.970916,Z
170,경기도,오산시,수청동 육교,N,Y,N,N,N,N,37.1634438,127.0683258,B
171,경기도,오산시,운암 육교,N,Y,N,N,N,N,37.142879,127.074783,B
172,경기도,오산시,성호중고 육교,N,Y,N,N,N,N,37.140295,127.078279,B
173,대구광역시,달서구,대곡육교,N,N,Y,N,N,N,35.80884637,128.5109235,C
174,대구광역시,달서구,용산육교,N,N,N,N,N,N,35.85782234,128.5276413,Z
175,대구광역시,달서구,새방육교,N,N,Y,N,N,N,35.86547932,128.525679,C
176,대구광역시,달서구,달비육교,N,N,Y,N,N,N,35.80771434,128.5521229,C
177,대구광역시,달서구,상화육교,N,N,Y,N,N,N,35.80724491,128.5498193,C
178,대구광역시,달서구,용산지하차도 간이육교,N,N,N,N,N,N,35.85855154,128.5235553,Z
179,대구광역시,달서구,월성육교,N,N,Y,N,N,N,35.83110936,128.5260827,C
180,서울특별시,서대문구,연희초교 앞 보도육교,N,N,N,N,N,N,37.569298,126.933117,Z
181,서울특별시,서대문구,구서울여상 앞 보도육교,N,N,N,N,N,N,37.579836,126.952224,Z
182,서울특별시,서대문구,아현고가 밑 보도육교,N,N,N,N,N,N,37.558799,126.960901,Z
183,서울특별시,서대문구,연대병원 앞 보도육교,Y,N,N,N,N,N,37.560975,126.9418556,A
184,서울특별시,서대문구,홍제초교 앞 보도육교,N,N,N,N,N,N,37.592299,126.9434788,Z
185,서울특별시,서대문구,금화초교 앞 보도육교,N,N,N,N,N,N,37.568541,126.963454,Z
186,서을특별시,서대문구,미동초교 앞 보도육교,N,N,N,N,N,N,37.5636687,126.964564,Z
187,충청북도,충주시,호암지육교,N,Y,N,N,N,N,36.964295,127.924624,B
188,충청북도,충주시,목행육교,N,N,N,N,N,N,37.00376,127.916597,Z
189,충청북도,충주시,달천초교앞육교,N,N,N,N,N,N,36.962288,127.879542,Z
190,충청북도,충주시,기업도시 육교 1호,Y,N,N,N,N,N,37.014285,127.826974,A
191,충청북도,충주시,기업도시 육교 2호,Y,N,N,N,N,N,37.006544,127.815413,A
192,경기도,김포시,사우육교1,N,Y,N,N,N,N,37.621081,126.717038,B
193,경기도,김포시,사우육교2,N,Y,N,N,N,N,37.619587,126.719212,B
194,경기도,김포시,마송육교1,N,Y,N,N,N,N,37.686773,126.590259,B
195,경기도,김포시,마송육교2,N,Y,N,N,N,N,37.687265,126.590619,B
196,경기도,김포시,양곡육교1,N,Y,N,N,N,N,37.6625476,126.633914,B
197,경기도,김포시,양곡육교2,N,Y,N,N,N,N,37.6560249,126.6306603,B
198,경상북도,구미시,구평육교,N,N,N,N,N,N,36.093818,128.435008,Z
199,경상북도,구미시,금오육교,Y,N,N,N,N,N,36.124452,128.336875,A
200,경상북도,구미시,도량ECO다리,N,N,N,N,N,N,36.152645,128.320291,Z
201,경상북도,구미시,도송육교,N,N,N,N,N,N,36.14793071,128.3233597,Z
202,경상북도,구미시,봉곡ECO다리,N,N,N,N,N,N,36.152278,128.324305,Z
203,경상북도,구미시,봉곡육교,N,N,N,N,N,N,36.151061,128.316401,Z
204,경상북도,구미시,비산육교,N,N,N,N,N,N,36.119547,128.373691,Z
205,경상북도,구미시,삼성육교,Y,N,N,N,N,N,36.107825,128.417745,A
206,경상북도,구미시,신평육교,N,N,N,N,N,N,36.11991104,128.3590587,Z
207,경상북도,구미시,원평철도 육교,N,N,N,N,N,N,36.12996388,128.3278706,Z
208,경상북도,구미시,인동육교,N,N,N,N,N,N,36.107931,128.417844,Z
209,인천광역시,미추홀구,제물포보도육교,N,N,N,N,N,N,37.466908,126.662483,Z
210,인천광역시,미추홀구,고속종점보도육교,N,N,N,N,N,N,37.45661955,126.6358522,Z
211,인천광역시,미추홀구,낙섬사거리보도육교,N,Y,N,N,N,N,37.45127311,126.631758,B
212,인천광역시,미추홀구,관교보도육교,N,Y,N,N,N,N,37.445337,126.690402,B
213,인천광역시,미추홀구,주안동 보도육교,N,N,N,N,N,N,37.46469947,126.686009,Z
214,인천광역시,미추홀구,용현동보도육교,N,N,N,N,N,N,37.45485315,126.661491,Z
215,인천광역시,미추홀구,숭의보도육교,N,N,N,N,N,N,37.466539,126.649479,Z
216,인천광역시,미추홀구,도화동보도육교,N,N,N,N,N,N,37.46559497,126.671107,Z
217,인천광역시,미추홀구,인천터미널경관육교,N,N,N,N,N,N,37.44250623,126.7015187,Z
218,대구광역시,달서구,성서육교,N,N,Y,N,N,N,35.85057,128.5133674,C
219,대구광역시,달서구,감삼육교,N,N,Y,N,N,N,35.84917998,128.5451459,C
220,대구광역시,달서구,두류육교,N,N,Y,N,N,N,35.85754917,128.5566095,C
221,대구광역시,달서구,송현육교,N,N,Y,N,N,N,35.82817003,128.5601883,C
222,경기도,이천시,오천보도육교,Y,N,Y,N,N,N,37.25601404,127.3511666,TW
223,경기도,이천시,수광보도육교,Y,N,Y,N,N,N,37.30503377,127.4049025,TW
224,경기도,이천시,사음보도육교,N,N,N,N,N,N,37.29118664,127.4250777,Z
225,경기도,이천시,관고보도육교,N,N,N,N,N,N,37.27713448,127.4348064,Z
226,경기도,이천시,중리보도육교,N,N,N,N,N,N,37.27576654,127.4412271,Z
227,경기도,이천시,진리보도육교,N,N,N,N,N,N,37.27092798,127.4548778,Z
228,경기도,이천시,신하보도육교,Y,N,Y,N,N,N,37.25970848,127.4770612,TW
229,경기도,이천시,사동보도육교,N,Y,N,N,N,N,37.24461709,127.4948977,B
230,경상남도,합천군,합천육교,N,N,N,N,N,N,35.565305,128.162806,Z
231,전라북도,익산시,중앙육교,N,N,N,N,N,N,35.93662187,126.9524482,Z
232,전라북도,익산시,북중육교,N,N,N,N,N,N,35.96259782,126.953169,Z
233,전라북도,익산시,신동육교,N,N,N,N,N,N,35.96019832,126.9661884,Z
234,전라북도,익산시,영등육교,N,N,N,N,N,N,35.95831477,126.9790008,Z
235,전라북도,익산시,어양육교,N,N,N,N,N,N,35.95875327,126.9846426,Z
236,전라북도,익산시,팔봉육교,Y,N,N,N,N,N,35.96637859,127.0136694,A
237,전라남도,광양시,남양파크 육교,N,N,N,N,N,N,34.94334001,127.6899422,Z
238,전라남도,광양시,성호육교,N,Y,N,N,N,N,34.93340735,127.6904363,B
239,전라남도,광양시,가야초등학교 육교,N,N,N,N,N,N,34.96704652,127.7127294,Z
240,전라남도,광양시,백운육교,N,Y,N,N,N,N,34.94245668,127.7265646,B
241,전라남도,광양시,금당육교,N,Y,N,N,N,N,34.936176,127.7253574,B
242,충청남도,서산시,석남육교,N,N,N,Y,N,N,36.7700528,126.4580608,D
243,서울특별시,성동구,동명초교앞보도육교,N,N,N,N,N,N,37.568532,127.037199,Z
244,경기도,시흥시,공원앞 육교,N,Y,N,N,N,N,37.36789973,126.814585,B
245,경기도,시흥시,옥구공원앞 삼거리 육교,N,Y,N,N,N,N,37.3546971,126.715703,B
246,인천광역시,서구,숙위교,Y,Y,N,N,N,N,37.529925,126.642682,TW
247,인천광역시,서구,문숙교,Y,Y,N,N,N,N,37.529564,126.626104,TW
248,인천광역시,서구,허암교,Y,Y,N,N,N,N,37.536383,126.626065,TW
249,인천광역시,서구,가정보도육교,N,Y,N,N,N,N,37.525089,126.667247,B
250,광주광역시,서구,계수육교,N,N,N,N,N,N,35.16218058,126.8600393,Z
251,광주광역시,서구,짚봉육교,N,N,N,N,N,N,35.13740548,126.8776517,Z
252,광주광역시,서구,내방육교,N,N,N,N,N,N,35.15542105,126.8768607,Z
253,경기도,광주시,탄벌보도육교,N,Y,N,N,N,N,37.41789329,127.249877,B
254,경기도,광주시,태전동보도육교,N,Y,N,N,N,N,37.38637107,127.2354198,B
255,경기도,광주시,삼동육교,N,N,N,N,N,N,37.41240004,127.2007917,Z
256,경기도,광주시,장지동육교,N,Y,N,N,N,N,37.40396622,127.2363483,B
257,경기도,광주시,쌍령동육교,N,N,N,N,N,N,37.40485038,127.2679214,Z
258,경기도,광주시,역동육교,N,N,N,N,N,N,37.40119001,127.2446442,Z
259,경기도,광주시,오포육교,N,Y,N,N,N,N,37.360013,127.151009,B
260,경기도,광주시,대쌍령보도육교,N,N,N,N,N,N,37.385554,127.289077,Z
261,경기도,광주시,무명육교,N,N,N,N,N,N,37.350646,127.340463,Z
262,전라북도,완주군,삼례육교,Y,N,N,N,N,N,35.9070824,127.062021,A
263,전라남도,목포시,삼향동사무소육교,N,N,N,N,N,N,34.830438,126.417928,Z
264,전라남도,목포시,대박산육교,N,N,N,N,N,N,34.831972,126.418279,Z
265,전라남도,목포시,용해여상고육교,N,N,N,N,N,N,34.806641,126.411395,Z
266,전라남도,목포시,목포역철도육교,N,N,N,N,N,N,34.796162,126.388415,Z
267,전라남도,목포시,석현구검문소육교,N,N,N,N,N,N,34.8249725,126.4232524,Z
268,전라남도,목포시,광산가든육교,N,N,N,N,N,N,34.8365331,126.4210149,Z
269,전라남도,목포시,하당우미아파트 육교,N,N,N,N,N,N,34.798522,126.390636,Z
270,전라남도,목포시,하당롯데마트육교,N,N,N,N,N,N,34.799436,126.431265,Z
271,전라남도,목포시,산정동동초등교육교,N,N,N,N,N,N,34.809346,126.388639,Z
272,전라남도,목포시,문화예술회관육교,N,Y,N,N,N,N,34.7926162,126.4178012,B
273,전라남도,목포시,옥암자전거육교,N,Y,N,N,N,N,34.8022406,126.4398618,B
274,충청남도,부여군,규암농협 앞,N,N,N,N,N,N,36.275918,126.887753,Z
275,충청남도,부여군,규암초등학교 앞,N,N,N,N,N,N,36.271967,126.865602,Z
